Date,Room Number,Bed Number,Total Beds,Available Beds,Busy Bees
2006-07-21,3,Bed Number 3,13,12,1
2006-07-22,1,Bed Number 1,82,44,38
2006-07-22,2,Bed Number 2,46,16,30
2006-07-22,3,Bed Number 3,74,54,20
2006-07-23,1,Bed Number 1,61,59,2
2006-07-23,2,Bed Number 2,56,52,4
2006-07-23,3,Bed Number 3,60,24,36
2006-07-24,1,Bed Number 1,74,23,51
2006-07-24,2,Bed Number 2,82,23,59
2006-07-24,3,Bed Number 3,72,49,23
2006-07-25,1,Bed Number 1,77,71,6
2006-07-25,2,Bed Number 2,68,58,10
2006-07-25,3,Bed Number 3,95,75,20
2006-07-26,1,Bed Number 1,34,28,6
2006-07-26,2,Bed Number 2,83,2,81
2006-07-26,3,Bed Number 3,47,19,28
2006-07-27,1,Bed Number 1,98,16,82
2006-07-27,2,Bed Number 2,80,30,50
2006-07-27,3,Bed Number 3,97,48,49
2006-07-28,1,Bed Number 1,49,6,43
2006-07-28,2,Bed Number 2,43,9,34
2006-07-28,3,Bed Number 3,32,32,0
2006-07-29,1,Bed Number 1,93,73,20
2006-07-29,2,Bed Number 2,80,67,13
2006-07-29,3,Bed Number 3,75,28,47
2006-07-30,1,Bed Number 1,99,20,79
2006-07-30,2,Bed Number 2,49,44,5
2006-07-30,3,Bed Number 3,37,0,37
2006-07-31,1,Bed Number 1,58,53,5
2006-07-31,2,Bed Number 2,78,52,26
2006-07-31,3,Bed Number 3,66,60,6
2006-08-01,1,Bed Number 1,78,60,18
2006-08-01,2,Bed Number 2,26,15,11
2006-08-01,3,Bed Number 3,98,35,63
2006-08-02,1,Bed Number 1,66,2,64
2006-08-02,2,Bed Number 2,37,35,2
2006-08-02,3,Bed Number 3,94,45,49
2006-08-03,1,Bed Number 1,86,53,33
2006-08-03,2,Bed Number 2,21,11,10
2006-08-03,3,Bed Number 3,50,26,24
2006-08-04,1,Bed Number 1,30,13,17
2006-08-04,2,Bed Number 2,90,88,2
2006-08-04,3,Bed Number 3,85,78,7
2006-08-05,1,Bed Number 1,72,21,51
2006-08-05,2,Bed Number 2,26,9,17
2006-08-05,3,Bed Number 3,98,22,76
2006-08-06,1,Bed Number 1,71,0,71
2006-08-06,2,Bed Number 2,36,36,0
2006-08-06,3,Bed Number 3,11,3,8
2006-08-07,1,Bed Number 1,77,51,26
2006-08-07,2,Bed Number 2,31,3,28
2006-08-07,3,Bed Number 3,100,20,80
2006-08-08,1,Bed Number 1,77,64,13
2006-08-08,2,Bed Number 2,42,8,34
2006-08-08,3,Bed Number 3,84,47,37
2006-08-09,1,Bed Number 1,80,50,30
2006-08-09,2,Bed Number 2,43,27,16
2006-08-09,3,Bed Number 3,62,49,13
2006-08-10,1,Bed Number 1,82,8,74
2006-08-10,2,Bed Number 2,96,25,71
2006-08-10,3,Bed Number 3,71,6,65
2006-08-11,1,Bed Number 1,59,10,49
2006-08-11,2,Bed Number 2,38,30,8
2006-08-11,3,Bed Number 3,92,72,20
2006-08-12,1,Bed Number 1,93,86,7
2006-08-12,2,Bed Number 2,20,17,3
2006-08-12,3,Bed Number 3,13,8,5
2006-08-13,1,Bed Number 1,58,23,35
2006-08-13,2,Bed Number 2,23,14,9
2006-08-13,3,Bed Number 3,90,50,40
2006-08-14,1,Bed Number 1,10,2,8
2006-08-14,2,Bed Number 2,56,49,7
2006-08-14,3,Bed Number 3,43,36,7
2006-08-15,1,Bed Number 1,53,39,14
2006-08-15,2,Bed Number 2,81,59,22
2006-08-15,3,Bed Number 3,55,13,42
2006-08-16,1,Bed Number 1,58,56,2
2006-08-16,2,Bed Number 2,68,0,68
2006-08-16,3,Bed Number 3,84,71,13
2006-08-17,1,Bed Number 1,87,12,75
2006-08-17,2,Bed Number 2,26,5,21
2006-08-17,3,Bed Number 3,75,11,64
2006-08-18,1,Bed Number 1,87,50,37
2006-08-18,2,Bed Number 2,51,28,23
2006-08-18,3,Bed Number 3,78,21,57
2006-08-19,1,Bed Number 1,30,28,2
2006-08-19,2,Bed Number 2,37,18,19
2006-08-19,3,Bed Number 3,31,7,24
2006-08-20,1,Bed Number 1,16,3,13
2006-08-20,2,Bed Number 2,19,4,15
2006-08-20,3,Bed Number 3,13,6,7
2006-08-21,1,Bed Number 1,31,30,1
2006-08-21,2,Bed Number 2,68,4,64
2006-08-21,3,Bed Number 3,36,5,31
2006-08-22,1,Bed Number 1,90,85,5
2006-08-22,2,Bed Number 2,30,10,20
2006-08-22,3,Bed Number 3,83,66,17
2006-08-23,1,Bed Number 1,37,13,24
2006-08-23,2,Bed Number 2,92,75,17
2006-08-23,3,Bed Number 3,67,25,42
2006-08-24,1,Bed Number 1,60,17,43
2006-08-24,2,Bed Number 2,85,18,67
2006-08-24,3,Bed Number 3,39,29,10
2006-08-25,1,Bed Number 1,60,56,4
2006-08-25,2,Bed Number 2,93,52,41
2006-08-25,3,Bed Number 3,42,10,32
2006-08-26,1,Bed Number 1,55,22,33
2006-08-26,2,Bed Number 2,29,2,27
2006-08-26,3,Bed Number 3,12,1,11
2006-08-27,1,Bed Number 1,88,31,57
2006-08-27,2,Bed Number 2,38,14,24
2006-08-27,3,Bed Number 3,32,0,32
2006-08-28,1,Bed Number 1,80,22,58
2006-08-28,2,Bed Number 2,77,13,64
2006-08-28,3,Bed Number 3,98,97,1
2006-08-29,1,Bed Number 1,47,20,27
2006-08-29,2,Bed Number 2,90,4,86
2006-08-29,3,Bed Number 3,85,48,37
2006-08-30,1,Bed Number 1,63,33,30
2006-08-30,2,Bed Number 2,71,69,2
2006-08-30,3,Bed Number 3,53,33,20
2006-08-31,1,Bed Number 1,23,5,18
2006-08-31,2,Bed Number 2,84,42,42
2006-08-31,3,Bed Number 3,36,24,12
2006-09-01,1,Bed Number 1,79,6,73
2006-09-01,2,Bed Number 2,17,2,15
2006-09-01,3,Bed Number 3,46,18,28
2006-09-02,1,Bed Number 1,17,5,12
2006-09-02,2,Bed Number 2,26,17,9
2006-09-02,3,Bed Number 3,25,23,2
2006-09-03,1,Bed Number 1,17,11,6
2006-09-03,2,Bed Number 2,43,9,34
2006-09-03,3,Bed Number 3,99,76,23
2006-09-04,1,Bed Number 1,56,56,0
2006-09-04,2,Bed Number 2,36,11,25
2006-09-04,3,Bed Number 3,47,18,29
2006-09-05,1,Bed Number 1,97,42,55
2006-09-05,2,Bed Number 2,85,69,16
2006-09-05,3,Bed Number 3,80,25,55
2006-09-06,1,Bed Number 1,89,26,63
2006-09-06,2,Bed Number 2,58,25,33
2006-09-06,3,Bed Number 3,31,8,23
2006-09-07,1,Bed Number 1,33,16,17
2006-09-07,2,Bed Number 2,32,26,6
2006-09-07,3,Bed Number 3,25,7,18
2006-09-08,1,Bed Number 1,58,49,9
2006-09-08,2,Bed Number 2,20,10,10
2006-09-08,3,Bed Number 3,52,40,12
2006-09-09,1,Bed Number 1,68,51,17
2006-09-09,2,Bed Number 2,63,52,11
2006-09-09,3,Bed Number 3,14,5,9
2006-09-10,1,Bed Number 1,46,39,7
2006-09-10,2,Bed Number 2,10,10,0
2006-09-10,3,Bed Number 3,90,1,89
2006-09-11,1,Bed Number 1,50,7,43
2006-09-11,2,Bed Number 2,96,89,7
2006-09-11,3,Bed Number 3,54,33,21
2006-09-12,1,Bed Number 1,32,2,30
2006-09-12,2,Bed Number 2,42,36,6
2006-09-12,3,Bed Number 3,58,55,3
2006-09-13,1,Bed Number 1,12,4,8
2006-09-13,2,Bed Number 2,17,10,7
2006-09-13,3,Bed Number 3,53,29,24
2006-09-14,1,Bed Number 1,67,10,57
2006-09-14,2,Bed Number 2,30,25,5
2006-09-14,3,Bed Number 3,29,22,7
2006-09-15,1,Bed Number 1,56,53,3
2006-09-15,2,Bed Number 2,70,60,10
2006-09-15,3,Bed Number 3,10,1,9
2006-09-16,1,Bed Number 1,86,7,79
2006-09-16,2,Bed Number 2,37,35,2
2006-09-16,3,Bed Number 3,79,30,49
2006-09-17,1,Bed Number 1,62,33,29
2006-09-17,2,Bed Number 2,69,30,39
2006-09-17,3,Bed Number 3,66,49,17
2006-09-18,1,Bed Number 1,76,63,13
2006-09-18,2,Bed Number 2,36,30,6
2006-09-18,3,Bed Number 3,71,16,55
2006-09-19,1,Bed Number 1,25,21,4
2006-09-19,2,Bed Number 2,71,22,49
2006-09-19,3,Bed Number 3,33,2,31
2006-09-20,1,Bed Number 1,43,12,31
2006-09-20,2,Bed Number 2,91,52,39
2006-09-20,3,Bed Number 3,52,23,29
2006-09-21,1,Bed Number 1,35,33,2
2006-09-21,2,Bed Number 2,32,21,11
2006-09-21,3,Bed Number 3,60,31,29
2006-09-22,1,Bed Number 1,87,10,77
2006-09-22,2,Bed Number 2,61,52,9
2006-09-22,3,Bed Number 3,77,14,63
2006-09-23,1,Bed Number 1,56,3,53
2006-09-23,2,Bed Number 2,41,3,38
2006-09-23,3,Bed Number 3,68,23,45
2006-09-24,1,Bed Number 1,22,1,21
2006-09-24,2,Bed Number 2,10,5,5
2006-09-24,3,Bed Number 3,66,13,53
2006-09-25,1,Bed Number 1,98,17,81
2006-09-25,2,Bed Number 2,94,18,76
2006-09-25,3,Bed Number 3,65,64,1
2006-09-26,1,Bed Number 1,27,22,5
2006-09-26,2,Bed Number 2,69,20,49
2006-09-26,3,Bed Number 3,80,15,65
2006-09-27,1,Bed Number 1,27,6,21
2006-09-27,2,Bed Number 2,64,26,38
2006-09-27,3,Bed Number 3,13,0,13
2006-09-28,1,Bed Number 1,60,24,36
2006-09-28,2,Bed Number 2,13,10,3
2006-09-28,3,Bed Number 3,28,9,19
2006-09-29,1,Bed Number 1,89,78,11
2006-09-29,2,Bed Number 2,53,11,42
2006-09-29,3,Bed Number 3,55,1,54
2006-09-30,1,Bed Number 1,60,3,57
2006-09-30,2,Bed Number 2,83,61,22
2006-09-30,3,Bed Number 3,53,11,42
2006-10-01,1,Bed Number 1,66,19,47
2006-10-01,2,Bed Number 2,63,35,28
2006-10-01,3,Bed Number 3,40,10,30
2006-10-02,1,Bed Number 1,27,18,9
2006-10-02,2,Bed Number 2,53,35,18
2006-10-02,3,Bed Number 3,48,31,17
2006-10-03,1,Bed Number 1,19,12,7
2006-10-03,2,Bed Number 2,44,32,12
2006-10-03,3,Bed Number 3,50,27,23
2006-10-04,1,Bed Number 1,44,28,16
2006-10-04,2,Bed Number 2,70,55,15
2006-10-04,3,Bed Number 3,94,56,38
2006-10-05,1,Bed Number 1,14,14,0
2006-10-05,2,Bed Number 2,51,38,13
2006-10-05,3,Bed Number 3,22,13,9
2006-10-06,1,Bed Number 1,93,49,44
2006-10-06,2,Bed Number 2,54,27,27
2006-10-06,3,Bed Number 3,63,26,37
2006-10-07,1,Bed Number 1,97,24,73
2006-10-07,2,Bed Number 2,96,92,4
2006-10-07,3,Bed Number 3,65,31,34
2006-10-08,1,Bed Number 1,73,29,44
2006-10-08,2,Bed Number 2,21,15,6
2006-10-08,3,Bed Number 3,65,53,12
2006-10-09,1,Bed Number 1,40,17,23
2006-10-09,2,Bed Number 2,28,13,15
2006-10-09,3,Bed Number 3,44,8,36
2006-10-10,1,Bed Number 1,85,80,5
2006-10-10,2,Bed Number 2,95,0,95
2006-10-10,3,Bed Number 3,40,18,22
2006-10-11,1,Bed Number 1,72,21,51
2006-10-11,2,Bed Number 2,88,86,2
2006-10-11,3,Bed Number 3,47,38,9
2006-10-12,1,Bed Number 1,48,8,40
2006-10-12,2,Bed Number 2,93,19,74
2006-10-12,3,Bed Number 3,82,23,59
2006-10-13,1,Bed Number 1,52,10,42
2006-10-13,2,Bed Number 2,65,18,47
2006-10-13,3,Bed Number 3,68,17,51
2006-10-14,1,Bed Number 1,59,48,11
2006-10-14,2,Bed Number 2,66,30,36
2006-10-14,3,Bed Number 3,36,9,27
2006-10-15,1,Bed Number 1,24,19,5
2006-10-15,2,Bed Number 2,72,8,64
2006-10-15,3,Bed Number 3,26,15,11
2006-10-16,1,Bed Number 1,11,11,0
2006-10-16,2,Bed Number 2,56,52,4
2006-10-16,3,Bed Number 3,73,6,67
2006-10-17,1,Bed Number 1,44,17,27
2006-10-17,2,Bed Number 2,25,4,21
2006-10-17,3,Bed Number 3,52,38,14
2006-10-18,1,Bed Number 1,77,55,22
2006-10-18,2,Bed Number 2,41,20,21
2006-10-18,3,Bed Number 3,45,7,38
2006-10-19,1,Bed Number 1,64,60,4
2006-10-19,2,Bed Number 2,53,49,4
2006-10-19,3,Bed Number 3,67,7,60
2006-10-20,1,Bed Number 1,46,8,38
2006-10-20,2,Bed Number 2,19,16,3
2006-10-20,3,Bed Number 3,64,48,16
2006-10-21,1,Bed Number 1,47,25,22
2006-10-21,2,Bed Number 2,100,83,17
2006-10-21,3,Bed Number 3,32,12,20
2006-10-22,1,Bed Number 1,52,33,19
2006-10-22,2,Bed Number 2,65,19,46
2006-10-22,3,Bed Number 3,99,61,38
2006-10-23,1,Bed Number 1,83,72,11
2006-10-23,2,Bed Number 2,48,28,20
2006-10-23,3,Bed Number 3,99,31,68
2006-10-24,1,Bed Number 1,80,5,75
2006-10-24,2,Bed Number 2,46,24,22
2006-10-24,3,Bed Number 3,13,5,8
2006-10-25,1,Bed Number 1,74,69,5
2006-10-25,2,Bed Number 2,54,31,23
2006-10-25,3,Bed Number 3,17,16,1
2006-10-26,1,Bed Number 1,22,7,15
2006-10-26,2,Bed Number 2,90,71,19
2006-10-26,3,Bed Number 3,85,50,35
2006-10-27,1,Bed Number 1,28,15,13
2006-10-27,2,Bed Number 2,96,51,45
2006-10-27,3,Bed Number 3,75,66,9
2006-10-28,1,Bed Number 1,89,38,51
2006-10-28,2,Bed Number 2,85,54,31
2006-10-28,3,Bed Number 3,81,62,19
2006-10-29,1,Bed Number 1,59,7,52
2006-10-29,2,Bed Number 2,43,8,35
2006-10-29,3,Bed Number 3,24,16,8
2006-10-30,1,Bed Number 1,18,6,12
2006-10-30,2,Bed Number 2,91,6,85
2006-10-30,3,Bed Number 3,26,17,9
2006-10-31,1,Bed Number 1,24,23,1
2006-10-31,2,Bed Number 2,26,23,3
2006-10-31,3,Bed Number 3,69,61,8
2006-11-01,1,Bed Number 1,59,31,28
2006-11-01,2,Bed Number 2,65,38,27
2006-11-01,3,Bed Number 3,88,43,45
2006-11-02,1,Bed Number 1,29,18,11
2006-11-02,2,Bed Number 2,45,1,44
2006-11-02,3,Bed Number 3,83,30,53
2006-11-03,1,Bed Number 1,54,49,5
2006-11-03,2,Bed Number 2,87,40,47
2006-11-03,3,Bed Number 3,52,8,44
2006-11-04,1,Bed Number 1,25,17,8
2006-11-04,2,Bed Number 2,80,75,5
2006-11-04,3,Bed Number 3,56,55,1
2006-11-05,1,Bed Number 1,27,14,13
2006-11-05,2,Bed Number 2,57,10,47
2006-11-05,3,Bed Number 3,37,20,17
2006-11-06,1,Bed Number 1,17,0,17
2006-11-06,2,Bed Number 2,71,10,61
2006-11-06,3,Bed Number 3,64,7,57
2006-11-07,1,Bed Number 1,94,17,77
2006-11-07,2,Bed Number 2,82,20,62
2006-11-07,3,Bed Number 3,10,7,3
2006-11-08,1,Bed Number 1,10,8,2
2006-11-08,2,Bed Number 2,18,8,10
2006-11-08,3,Bed Number 3,69,11,58
2006-11-09,1,Bed Number 1,31,26,5
2006-11-09,2,Bed Number 2,97,55,42
2006-11-09,3,Bed Number 3,82,13,69
2006-11-10,1,Bed Number 1,37,16,21
2006-11-10,2,Bed Number 2,99,36,63
2006-11-10,3,Bed Number 3,72,55,17
2006-11-11,1,Bed Number 1,61,40,21
2006-11-11,2,Bed Number 2,82,59,23
2006-11-11,3,Bed Number 3,45,34,11
2006-11-12,1,Bed Number 1,44,37,7
2006-11-12,2,Bed Number 2,51,41,10
2006-11-12,3,Bed Number 3,22,2,20
2006-11-13,1,Bed Number 1,42,14,28
2006-11-13,2,Bed Number 2,70,49,21
2006-11-13,3,Bed Number 3,72,0,72
2006-11-14,1,Bed Number 1,86,83,3
2006-11-14,2,Bed Number 2,53,23,30
2006-11-14,3,Bed Number 3,21,21,0
2006-11-15,1,Bed Number 1,81,42,39
2006-11-15,2,Bed Number 2,56,56,0
2006-11-15,3,Bed Number 3,37,19,18
2006-11-16,1,Bed Number 1,79,60,19
2006-11-16,2,Bed Number 2,35,14,21
2006-11-16,3,Bed Number 3,94,11,83
2006-11-17,1,Bed Number 1,57,49,8
2006-11-17,2,Bed Number 2,100,10,90
2006-11-17,3,Bed Number 3,79,27,52
2006-11-18,1,Bed Number 1,82,33,49
2006-11-18,2,Bed Number 2,98,86,12
2006-11-18,3,Bed Number 3,31,19,12
2006-11-19,1,Bed Number 1,25,5,20
2006-11-19,2,Bed Number 2,45,32,13
2006-11-19,3,Bed Number 3,86,33,53
2006-11-20,1,Bed Number 1,70,39,31
2006-11-20,2,Bed Number 2,13,8,5
2006-11-20,3,Bed Number 3,39,21,18
2006-11-21,1,Bed Number 1,20,16,4
2006-11-21,2,Bed Number 2,81,39,42
2006-11-21,3,Bed Number 3,72,66,6
2006-11-22,1,Bed Number 1,92,72,20
2006-11-22,2,Bed Number 2,74,6,68
2006-11-22,3,Bed Number 3,87,30,57
2006-11-23,1,Bed Number 1,59,36,23
2006-11-23,2,Bed Number 2,65,10,55
2006-11-23,3,Bed Number 3,40,34,6
2006-11-24,1,Bed Number 1,38,28,10
2006-11-24,2,Bed Number 2,42,19,23
2006-11-24,3,Bed Number 3,62,3,59
2006-11-25,1,Bed Number 1,67,48,19
2006-11-25,2,Bed Number 2,92,65,27
2006-11-25,3,Bed Number 3,50,50,0
2006-11-26,1,Bed Number 1,48,31,17
2006-11-26,2,Bed Number 2,65,63,2
2006-11-26,3,Bed Number 3,40,12,28
2006-11-27,1,Bed Number 1,72,11,61
2006-11-27,2,Bed Number 2,98,18,80
2006-11-27,3,Bed Number 3,64,15,49
2006-11-28,1,Bed Number 1,63,6,57
2006-11-28,2,Bed Number 2,95,60,35
2006-11-28,3,Bed Number 3,25,16,9
2006-11-29,1,Bed Number 1,99,78,21
2006-11-29,2,Bed Number 2,54,47,7
2006-11-29,3,Bed Number 3,11,2,9
2006-11-30,1,Bed Number 1,61,12,49
2006-11-30,2,Bed Number 2,29,14,15
2006-11-30,3,Bed Number 3,73,52,21
2006-12-01,1,Bed Number 1,52,4,48
2006-12-01,2,Bed Number 2,56,47,9
2006-12-01,3,Bed Number 3,21,16,5
2006-12-02,1,Bed Number 1,13,13,0
2006-12-02,2,Bed Number 2,22,10,12
2006-12-02,3,Bed Number 3,29,6,23
2006-12-03,1,Bed Number 1,51,37,14
2006-12-03,2,Bed Number 2,98,64,34
2006-12-03,3,Bed Number 3,23,17,6
2006-12-04,1,Bed Number 1,60,41,19
2006-12-04,2,Bed Number 2,31,8,23
2006-12-04,3,Bed Number 3,84,53,31
2006-12-05,1,Bed Number 1,98,27,71
2006-12-05,2,Bed Number 2,76,29,47
2006-12-05,3,Bed Number 3,42,39,3
2006-12-06,1,Bed Number 1,100,56,44
2006-12-06,2,Bed Number 2,46,22,24
2006-12-06,3,Bed Number 3,76,53,23
2006-12-07,1,Bed Number 1,23,21,2
2006-12-07,2,Bed Number 2,75,45,30
2006-12-07,3,Bed Number 3,24,6,18
2006-12-08,1,Bed Number 1,15,4,11
2006-12-08,2,Bed Number 2,74,7,67
2006-12-08,3,Bed Number 3,92,20,72
2006-12-09,1,Bed Number 1,40,12,28
2006-12-09,2,Bed Number 2,24,3,21
2006-12-09,3,Bed Number 3,14,9,5
2006-12-10,1,Bed Number 1,63,40,23
2006-12-10,2,Bed Number 2,28,21,7
2006-12-10,3,Bed Number 3,53,40,13
2006-12-11,1,Bed Number 1,64,37,27
2006-12-11,2,Bed Number 2,41,23,18
2006-12-11,3,Bed Number 3,69,24,45
2006-12-12,1,Bed Number 1,74,7,67
2006-12-12,2,Bed Number 2,61,61,0
2006-12-12,3,Bed Number 3,69,68,1
2006-12-13,1,Bed Number 1,72,51,21
2006-12-13,2,Bed Number 2,57,13,44
2006-12-13,3,Bed Number 3,97,83,14
2006-12-14,1,Bed Number 1,54,51,3
2006-12-14,2,Bed Number 2,71,55,16
2006-12-14,3,Bed Number 3,76,58,18
2006-12-15,1,Bed Number 1,29,20,9
2006-12-15,2,Bed Number 2,72,71,1
2006-12-15,3,Bed Number 3,69,4,65
2006-12-16,1,Bed Number 1,19,15,4
2006-12-16,2,Bed Number 2,30,11,19
2006-12-16,3,Bed Number 3,47,23,24
2006-12-17,1,Bed Number 1,73,3,70
2006-12-17,2,Bed Number 2,13,6,7
2006-12-17,3,Bed Number 3,29,0,29
2006-12-18,1,Bed Number 1,19,10,9
2006-12-18,2,Bed Number 2,48,36,12
2006-12-18,3,Bed Number 3,16,7,9
2006-12-19,1,Bed Number 1,58,31,27
2006-12-19,2,Bed Number 2,17,4,13
2006-12-19,3,Bed Number 3,38,3,35
2006-12-20,1,Bed Number 1,61,24,37
2006-12-20,2,Bed Number 2,83,26,57
2006-12-20,3,Bed Number 3,22,15,7
2006-12-21,1,Bed Number 1,50,24,26
2006-12-21,2,Bed Number 2,11,4,7
2006-12-21,3,Bed Number 3,63,37,26
2006-12-22,1,Bed Number 1,55,2,53
2006-12-22,2,Bed Number 2,25,21,4
2006-12-22,3,Bed Number 3,87,54,33
2006-12-23,1,Bed Number 1,90,38,52
2006-12-23,2,Bed Number 2,75,59,16
2006-12-23,3,Bed Number 3,68,37,31
2006-12-24,1,Bed Number 1,63,17,46
2006-12-24,2,Bed Number 2,73,35,38
2006-12-24,3,Bed Number 3,13,7,6
2006-12-25,1,Bed Number 1,71,14,57
2006-12-25,2,Bed Number 2,57,45,12
2006-12-25,3,Bed Number 3,47,29,18
2006-12-26,1,Bed Number 1,39,36,3
2006-12-26,2,Bed Number 2,32,24,8
2006-12-26,3,Bed Number 3,11,2,9
2006-12-27,1,Bed Number 1,49,43,6
2006-12-27,2,Bed Number 2,95,67,28
2006-12-27,3,Bed Number 3,64,6,58
2006-12-28,1,Bed Number 1,34,6,28
2006-12-28,2,Bed Number 2,76,21,55
2006-12-28,3,Bed Number 3,67,25,42
2006-12-29,1,Bed Number 1,23,0,23
2006-12-29,2,Bed Number 2,35,31,4
2006-12-29,3,Bed Number 3,33,7,26
2006-12-30,1,Bed Number 1,51,51,0
2006-12-30,2,Bed Number 2,49,16,33
2006-12-30,3,Bed Number 3,17,14,3
2006-12-31,1,Bed Number 1,60,16,44
2006-12-31,2,Bed Number 2,27,19,8
2006-12-31,3,Bed Number 3,87,67,20
2007-01-01,1,Bed Number 1,34,26,8
2007-01-01,2,Bed Number 2,83,74,9
2007-01-01,3,Bed Number 3,32,21,11
2007-01-02,1,Bed Number 1,21,8,13
2007-01-02,2,Bed Number 2,34,21,13
2007-01-02,3,Bed Number 3,29,8,21
2007-01-03,1,Bed Number 1,49,33,16
2007-01-03,2,Bed Number 2,67,47,20
2007-01-03,3,Bed Number 3,69,25,44
2007-01-04,1,Bed Number 1,91,73,18
2007-01-04,2,Bed Number 2,99,98,1
2007-01-04,3,Bed Number 3,23,23,0
2007-01-05,1,Bed Number 1,90,86,4
2007-01-05,2,Bed Number 2,31,5,26
2007-01-05,3,Bed Number 3,22,21,1
2007-01-06,1,Bed Number 1,50,13,37
2007-01-06,2,Bed Number 2,78,69,9
2007-01-06,3,Bed Number 3,95,49,46
2007-01-07,1,Bed Number 1,64,9,55
2007-01-07,2,Bed Number 2,100,67,33
2007-01-07,3,Bed Number 3,80,2,78
2007-01-08,1,Bed Number 1,84,0,84
2007-01-08,2,Bed Number 2,67,50,17
2007-01-08,3,Bed Number 3,64,35,29
2007-01-09,1,Bed Number 1,88,29,59
2007-01-09,2,Bed Number 2,75,1,74
2007-01-09,3,Bed Number 3,32,3,29
2007-01-10,1,Bed Number 1,80,9,71
2007-01-10,2,Bed Number 2,84,80,4
2007-01-10,3,Bed Number 3,34,22,12
2007-01-11,1,Bed Number 1,75,21,54
2007-01-11,2,Bed Number 2,89,38,51
2007-01-11,3,Bed Number 3,25,0,25
2007-01-12,1,Bed Number 1,55,54,1
2007-01-12,2,Bed Number 2,35,17,18
2007-01-12,3,Bed Number 3,70,35,35
2007-01-13,1,Bed Number 1,95,18,77
2007-01-13,2,Bed Number 2,17,8,9
2007-01-13,3,Bed Number 3,48,25,23
2007-01-14,1,Bed Number 1,11,9,2
2007-01-14,2,Bed Number 2,13,1,12
2007-01-14,3,Bed Number 3,51,22,29
2007-01-15,1,Bed Number 1,61,17,44
2007-01-15,2,Bed Number 2,61,31,30
2007-01-15,3,Bed Number 3,42,11,31
2007-01-16,1,Bed Number 1,43,26,17
2007-01-16,2,Bed Number 2,92,49,43
2007-01-16,3,Bed Number 3,13,12,1
2007-01-17,1,Bed Number 1,69,24,45
2007-01-17,2,Bed Number 2,81,44,37
2007-01-17,3,Bed Number 3,35,0,35
2007-01-18,1,Bed Number 1,35,5,30
2007-01-18,2,Bed Number 2,42,4,38
2007-01-18,3,Bed Number 3,11,6,5
2007-01-19,1,Bed Number 1,71,42,29
2007-01-19,2,Bed Number 2,61,54,7
2007-01-19,3,Bed Number 3,84,65,19
2007-01-20,1,Bed Number 1,77,34,43
2007-01-20,2,Bed Number 2,81,11,70
2007-01-20,3,Bed Number 3,94,30,64
2007-01-21,1,Bed Number 1,28,2,26
2007-01-21,2,Bed Number 2,66,27,39
2007-01-21,3,Bed Number 3,51,15,36
2007-01-22,1,Bed Number 1,61,24,37
2007-01-22,2,Bed Number 2,52,25,27
2007-01-22,3,Bed Number 3,100,22,78
2007-01-23,1,Bed Number 1,21,13,8
2007-01-23,2,Bed Number 2,11,2,9
2007-01-23,3,Bed Number 3,17,10,7
2007-01-24,1,Bed Number 1,45,5,40
2007-01-24,2,Bed Number 2,49,7,42
2007-01-24,3,Bed Number 3,35,28,7
2007-01-25,1,Bed Number 1,22,18,4
2007-01-25,2,Bed Number 2,30,19,11
2007-01-25,3,Bed Number 3,51,23,28
2007-01-26,1,Bed Number 1,13,8,5
2007-01-26,2,Bed Number 2,75,59,16
2007-01-26,3,Bed Number 3,50,12,38
2007-01-27,1,Bed Number 1,58,37,21
2007-01-27,2,Bed Number 2,37,28,9
2007-01-27,3,Bed Number 3,90,89,1
2007-01-28,1,Bed Number 1,82,68,14
2007-01-28,2,Bed Number 2,32,31,1
2007-01-28,3,Bed Number 3,46,17,29
2007-01-29,1,Bed Number 1,42,0,42
2007-01-29,2,Bed Number 2,10,10,0
2007-01-29,3,Bed Number 3,73,39,34
2007-01-30,1,Bed Number 1,16,2,14
2007-01-30,2,Bed Number 2,93,42,51
2007-01-30,3,Bed Number 3,13,8,5
2007-01-31,1,Bed Number 1,45,21,24
2007-01-31,2,Bed Number 2,95,6,89
2007-01-31,3,Bed Number 3,38,16,22
2007-02-01,1,Bed Number 1,44,3,41
2007-02-01,2,Bed Number 2,98,75,23
2007-02-01,3,Bed Number 3,50,1,49
2007-02-02,1,Bed Number 1,16,15,1
2007-02-02,2,Bed Number 2,44,21,23
2007-02-02,3,Bed Number 3,90,17,73
2007-02-03,1,Bed Number 1,60,7,53
2007-02-03,2,Bed Number 2,24,4,20
2007-02-03,3,Bed Number 3,96,1,95
2007-02-04,1,Bed Number 1,100,66,34
2007-02-04,2,Bed Number 2,93,30,63
2007-02-04,3,Bed Number 3,54,2,52
2007-02-05,1,Bed Number 1,56,38,18
2007-02-05,2,Bed Number 2,82,78,4
2007-02-05,3,Bed Number 3,70,61,9
2007-02-06,1,Bed Number 1,63,0,63
2007-02-06,2,Bed Number 2,16,12,4
2007-02-06,3,Bed Number 3,13,6,7
2007-02-07,1,Bed Number 1,62,26,36
2007-02-07,2,Bed Number 2,91,58,33
2007-02-07,3,Bed Number 3,39,18,21
2007-02-08,1,Bed Number 1,41,2,39
2007-02-08,2,Bed Number 2,74,38,36
2007-02-08,3,Bed Number 3,60,22,38
